year,month,day,gender,births
1975, 11, 31, M, 1
1976, 9, 31, M, 1
1977, 5, 99, M, 1
1978, 11, 99, M, 1
1979, 2, 99, M, 1
1979, 4, 99, M, 1
1981, 10, 99, M, 1
1984, 2, 99, M, 1
1984, 3, 99, M, 1
1984, 4, 99, M, 1
1985, 1, 99, M, 1
1985, 11, 99, M, 1
1986, 7, 99, M, 1
1986, 11, 99, M, 1
1986, 12, 99, M, 1
1988, 3, 99, M, 1
1988, 6, 99, M, 1
1988, 10, 99, M, 1
1971, 2, 30, M, 2
1971, 4, 31, M, 2
1972, 2, 31, M, 2
1972, 9, 31, M, 2
1973, 4, 31, M, 2
1973, 9, 31, M, 2
1974, 2, 29, M, 2
1974, 2, 31, M, 2
1974, 4, 31, M, 2
1974, 6, 31, M, 2
1974, 11, 31, M, 2
1975, 4, 31, M, 2
1975, 6, 31, M, 2
1975, 9, 31, M, 2
1976, 7, 99, M, 2
1976, 10, 99, M, 2
1977, 2, 99, M, 2
1977, 3, 99, M, 2
1977, 6, 31, M, 2
1977, 8, 99, M, 2
1978, 2, 30, M, 2
1978, 2, 31, M, 2
1978, 4, 31, M, 2
1978, 4, 99, M, 2
1978, 5, 99, M, 2
1978, 12, 99, M, 2
1979, 3, 99, M, 2
1979, 5, 99, M, 2
1979, 6, 99, M, 2
1979, 8, 99, M, 2
1979, 10, 99, M, 2
1980, 3, 99, M, 2
1980, 6, 99, M, 2
1980, 11, 99, M, 2
1981, 1, 99, M, 2
1981, 6, 99, M, 2
1981, 8, 99, M, 2
1981, 12, 99, M, 2
1982, 6, 99, M, 2
1983, 1, 99, M, 2
1983, 8, 99, M, 2
1983, 9, 99, M, 2
1984, 6, 99, M, 2
1978, 6, 31, M, 3
1978, 9, 31, M, 3
1978, 11, 31, M, 3
1979, 12, 99, M, 3
1980, 4, 99, M, 3
1980, 10, 99, M, 3
1981, 2, 99, M, 3
1983, 10, 99, M, 3
1984, 1, 99, M, 3
1984, 11, 99, M, 3
1987, 2, 99, M, 3
1971, 11, 31, M, 4
1972, 4, 31, M, 4
1972, 11, 31, M, 4
1973, 2, 29, M, 4
1973, 5, 99, M, 4
1975, 1, 99, M, 4
1975, 2, 29, M, 4
1975, 10, 99, M, 4
1976, 8, 99, M, 4
1976, 9, 99, M, 4
1976, 12, 99, M, 4
1977, 11, 31, M, 4
1977, 12, 99, M, 4
1978, 6, 99, M, 4
1979, 11, 99, M, 4
1981, 7, 99, M, 4
1981, 11, 99, M, 4
1982, 2, 99, M, 4
1982, 3, 99, M, 4
1982, 10, 99, M, 4
1982, 11, 99, M, 4
1982, 12, 99, M, 4
1984, 7, 99, M, 4
1985, 2, 99, M, 4
1986, 2, 99, M, 4
1975, 9, 99, M, 5
1978, 9, 99, M, 5
1984, 8, 99, M, 5
1970, 2, 31, M, 6
1971, 2, 31, M, 6
1972, 5, 99, M, 6
1973, 6, 31, M, 6
1974, 7, 99, M, 6
1975, 4, 99, M, 6
1976, 4, 99, M, 6
1977, 6, 99, M, 6
1977, 9, 31, M, 6
1977, 9, 99, M, 6
1977, 10, 99, M, 6
1977, 11, 99, M, 6
1980, 9, 99, M, 6
1982, 1, 99, M, 6
1982, 7, 99, M, 6
1983, 2, 99, M, 6
1983, 3, 99, M, 6
1974, 9, 31, M, 7
1971, 3, 99, M, 8
1971, 6, 31, M, 8
1972, 3, 99, M, 8
1972, 4, 99, M, 8
1973, 9, 99, M, 8
1974, 5, 99, M, 8
1975, 3, 99, M, 8
1975, 5, 99, M, 8
1975, 6, 99, M, 8
1975, 7, 99, M, 8
1975, 12, 99, M, 8
1977, 7, 99, M, 8
1978, 2, 29, M, 8
1978, 8, 99, M, 8
1978, 10, 99, M, 8
1982, 4, 99, M, 8
1974, 2, 99, M, 9
1975, 2, 99, M, 9
1975, 8, 99, M, 9
1976, 5, 99, M, 9
1982, 8, 99, M, 9
1983, 6, 99, M, 9
1971, 12, 99, M, 10
1972, 7, 99, M, 10
1972, 8, 99, M, 10
1972, 10, 99, M, 10
1973, 11, 31, M, 10
1974, 4, 99, M, 10
1974, 8, 99, M, 10
1974, 11, 99, M, 10
1979, 9, 99, M, 11
1983, 4, 99, M, 11
1970, 2, 30, M, 12
1971, 1, 99, M, 12
1971, 6, 99, M, 12
1972, 1, 99, M, 12
1973, 3, 99, M, 12
1973, 4, 99, M, 12
1973, 6, 99, M, 12
1976, 6, 99, M, 12
1976, 11, 31, M, 12
1983, 7, 99, M, 12
1970, 6, 31, M, 14
1971, 2, 99, M, 14
1971, 4, 99, M, 14
1971, 7, 99, M, 14
1971, 9, 31, M, 14
1973, 7, 99, M, 14
1973, 10, 99, M, 14
1974, 9, 99, M, 14
1976, 2, 99, M, 14
1969, 2, 29, M, 16
1971, 11, 99, M, 16
1972, 2, 99, M, 16
1974, 3, 99, M, 16
1976, 3, 99, M, 17
1970, 4, 31, M, 18
1976, 1, 99, M, 18
1969, 2, 31, M, 20
1970, 11, 31, M, 20
1971, 8, 99, M, 20
1972, 6, 99, M, 20
1973, 12, 99, M, 20
1974, 1, 99, M, 20
1971, 5, 99, M, 22
1972, 11, 99, M, 22
1973, 2, 99, M, 22
1973, 8, 99, M, 22
1973, 11, 99, M, 22
1974, 10, 99, M, 22
1974, 12, 99, M, 22
1969, 4, 31, M, 24
1972, 12, 99, M, 24
1974, 6, 99, M, 24
1972, 9, 99, M, 26
1973, 1, 99, M, 26
1969, 2, 30, M, 28
1971, 10, 99, M, 28
1969, 9, 31, M, 30
1970, 9, 31, M, 34
1969, 1, 99, M, 38
1969, 6, 31, M, 40
1969, 7, 99, M, 44
1970, 2, 29, M, 44
1969, 2, 99, M, 48
1969, 6, 99, M, 48
1969, 9, 99, M, 48
1969, 10, 99, M, 48
1969, 3, 99, M, 50
1971, 9, 99, M, 50
1969, 5, 99, M, 52
1969, 12, 99, M, 54
1970, 1, 99, M, 54
1969, 11, 99, M, 56
1969, 8, 99, M, 58
1969, 11, 31, M, 62
1969, 4, 99, M, 66
1970, 4, 99, M, 68
1970, 5, 99, M, 72
1970, 2, 99, M, 78
1970, 6, 99, M, 86
1970, 8, 99, M, 104
1970, 9, 99, M, 114
1970, 11, 99, M, 118
1970, 7, 99, M, 120
1970, 3, 99, M, 140
1970, 12, 99, M, 220
1970, 10, 99, M, 270
1976, 5, 9, M, 3402
1973, 5, 13, M, 3439
1974, 12, 25, M, 3439
1974, 5, 26, M, 3455
1973, 12, 25, M, 3471
1976, 4, 25, M, 3497
1973, 4, 29, M, 3508
1973, 5, 6, M, 3514
1974, 12, 22, M, 3519
1974, 5, 19, M, 3523
1974, 4, 14, M, 3545
1974, 3, 24, M, 3550
1975, 4, 13, M, 3553
1975, 6, 8, M, 3554
1975, 1, 1, M, 3559
1974, 5, 5, M, 3561
1975, 4, 27, M, 3579
1976, 1, 18, M, 3583
1973, 10, 21, M, 3589
1975, 4, 20, M, 3590
1976, 3, 14, M, 3593
1973, 11, 22, M, 3597
1976, 4, 11, M, 3605
1974, 1, 6, M, 3615
1973, 5, 20, M, 3617
1973, 12, 23, M, 3619
1976, 12, 25, M, 3621
1974, 6, 2, M, 3622
1976, 3, 7, M, 3624
1976, 5, 16, M, 3624
1974, 4, 28, M, 3625
1976, 1, 11, M, 3627
1973, 4, 22, M, 3631
1975, 3, 9, M, 3636
1976, 5, 30, M, 3636
1975, 5, 4, M, 3638
1973, 5, 27, M, 3639
1973, 5, 12, M, 3649
1974, 5, 12, M, 3653
1976, 4, 18, M, 3653
1972, 12, 25, M, 3655
1974, 4, 7, M, 3658
1975, 1, 12, M, 3669
1977, 4, 24, M, 3672
1977, 12, 25, M, 3673
1978, 4, 30, M, 3673
1975, 10, 19, M, 3674
1976, 6, 6, M, 3674
1978, 4, 16, M, 3675
1973, 4, 14, M, 3682
1971, 12, 25, M, 3684
1972, 4, 30, M, 3690
1974, 1, 1, M, 3691
1975, 4, 6, M, 3695
1973, 1, 1, M, 3697
1976, 5, 23, M, 3698
1973, 4, 15, M, 3699
1974, 2, 10, M, 3700
1974, 4, 21, M, 3700
1976, 1, 4, M, 3701
1975, 12, 28, M, 3704
1973, 12, 24, M, 3705
1973, 12, 9, M, 3707
1974, 3, 17, M, 3708
1973, 11, 4, M, 3710
1975, 11, 16, M, 3711
1976, 1, 1, M, 3711
1976, 3, 28, M, 3712
1976, 5, 2, M, 3712
1976, 2, 8, M, 3714
1974, 12, 29, M, 3715
1975, 3, 16, M, 3715
1974, 6, 23, M, 3716
1975, 12, 21, M, 3719
1975, 1, 5, M, 3721
1976, 4, 24, M, 3723
1975, 12, 25, M, 3724
1972, 11, 23, M, 3726
1973, 6, 3, M, 3727
1973, 7, 22, M, 3727
1975, 7, 13, M, 3733
1973, 6, 24, M, 3738
1975, 11, 2, M, 3738
1974, 7, 21, M, 3740
1973, 11, 18, M, 3741
1976, 2, 22, M, 3741
1973, 12, 2, M, 3742
1975, 6, 15, M, 3742
1973, 4, 8, M, 3743
1975, 3, 2, M, 3745
1974, 6, 9, M, 3746
1975, 6, 22, M, 3746
1975, 1, 19, M, 3747
1974, 11, 28, M, 3748
1972, 4, 9, M, 3750
1973, 2, 11, M, 3754
1974, 6, 16, M, 3756
1975, 5, 11, M, 3757
1973, 11, 25, M, 3758
1978, 5, 7, M, 3759
1974, 1, 13, M, 3760
1978, 5, 14, M, 3760
1977, 12, 24, M, 3762
1975, 3, 30, M, 3763
1973, 1, 7, M, 3765
1972, 12, 24, M, 3766
1974, 3, 31, M, 3767
1978, 4, 9, M, 3767
1973, 6, 10, M, 3769
1976, 3, 21, M, 3769
1976, 6, 13, M, 3769
1975, 2, 2, M, 3774
1975, 6, 1, M, 3774
1973, 4, 28, M, 3778
1974, 6, 8, M, 3779
1973, 10, 28, M, 3781
1974, 3, 10, M, 3781
1972, 6, 11, M, 3782
1975, 2, 23, M, 3782
1972, 4, 2, M, 3783
1976, 4, 10, M, 3784
1976, 7, 18, M, 3785
1973, 4, 1, M, 3786
1973, 5, 28, M, 3786
1973, 6, 17, M, 3788
1974, 10, 20, M, 3788
1972, 12, 23, M, 3791
1978, 6, 4, M, 3791
1972, 4, 1, M, 3792
1973, 3, 25, M, 3796
1975, 2, 16, M, 3797
1976, 4, 17, M, 3797
1972, 4, 23, M, 3798
1977, 1, 9, M, 3798
1976, 5, 8, M, 3799
1977, 4, 10, M, 3799
1975, 11, 27, M, 3800
1975, 12, 7, M, 3800
1975, 5, 18, M, 3803
1976, 2, 1, M, 3804
1972, 5, 21, M, 3810
1975, 11, 15, M, 3813
1976, 12, 24, M, 3813
1972, 6, 18, M, 3814
1974, 11, 10, M, 3817
1972, 6, 25, M, 3819
1973, 12, 30, M, 3819
1974, 2, 17, M, 3819
1976, 1, 25, M, 3821
1973, 2, 4, M, 3822
1974, 5, 4, M, 3822
1977, 12, 26, M, 3822
1976, 6, 20, M, 3824
1977, 12, 11, M, 3826
1973, 12, 22, M, 3827
1974, 2, 24, M, 3828
1973, 1, 14, M, 3829
1973, 2, 18, M, 3829
1975, 10, 18, M, 3832
1976, 1, 3, M, 3833
1973, 11, 11, M, 3840
1978, 1, 8, M, 3840
1976, 5, 22, M, 3841
1976, 4, 4, M, 3843
1976, 11, 14, M, 3843
1974, 4, 13, M, 3845
1975, 11, 23, M, 3845
1976, 3, 6, M, 3845
1977, 1, 2, M, 3851
1974, 5, 27, M, 3852
1975, 5, 10, M, 3852
1978, 1, 29, M, 3852
1974, 11, 17, M, 3853
1977, 1, 1, M, 3855
1977, 5, 15, M, 3857
1978, 1, 22, M, 3857
1973, 10, 14, M, 3858
1975, 3, 29, M, 3858
1976, 5, 15, M, 3858
1976, 12, 12, M, 3860
1974, 4, 27, M, 3862
1974, 12, 15, M, 3862
1972, 11, 5, M, 3863
1974, 12, 8, M, 3863
1978, 3, 26, M, 3866
1975, 11, 29, M, 3867
1973, 3, 11, M, 3870
1975, 5, 25, M, 3871
1976, 12, 19, M, 3872
1977, 11, 20, M, 3872
1974, 2, 3, M, 3873
1975, 4, 19, M, 3873
1974, 5, 25, M, 3874
1975, 8, 31, M, 3874
1976, 2, 15, M, 3874
1973, 1, 21, M, 3876
1974, 12, 1, M, 3876
1977, 12, 18, M, 3876
1976, 2, 29, M, 3878
1976, 6, 27, M, 3878
1977, 1, 23, M, 3880
1977, 12, 4, M, 3881
1971, 11, 25, M, 3882
1978, 4, 23, M, 3882
1974, 1, 27, M, 3884
1972, 3, 26, M, 3885
1974, 1, 20, M, 3887
1975, 12, 14, M, 3887
1978, 5, 21, M, 3889
1976, 2, 21, M, 3890
1976, 7, 25, M, 3890
1976, 6, 5, M, 3892
1974, 7, 14, M, 3893
1978, 4, 2, M, 3893
1976, 11, 28, M, 3894
1972, 12, 17, M, 3895
1973, 8, 19, M, 3896
1984, 4, 29, M, 3897
1973, 10, 20, M, 3898
1974, 3, 3, M, 3898
1975, 11, 30, M, 3898
1972, 11, 26, M, 3899
1974, 6, 30, M, 3899
1977, 4, 17, M, 3900
1977, 5, 22, M, 3900
1975, 5, 26, M, 3901
1975, 10, 26, M, 3901
1974, 3, 30, M, 3902
1978, 4, 15, M, 3902
1976, 11, 25, M, 3903
1976, 1, 10, M, 3904
1974, 11, 24, M, 3905
1975, 4, 26, M, 3905
1975, 8, 10, M, 3906
1974, 8, 4, M, 3907
1972, 5, 14, M, 3908
1973, 7, 8, M, 3908
1975, 11, 9, M, 3908
1975, 10, 12, M, 3909
1976, 5, 1, M, 3909
1973, 12, 16, M, 3910
1973, 7, 15, M, 3911
1972, 5, 28, M, 3912
1975, 2, 9, M, 3912
1974, 6, 1, M, 3913
1978, 1, 15, M, 3913
1971, 12, 26, M, 3914
1972, 5, 7, M, 3915
1974, 5, 18, M, 3915
1973, 4, 21, M, 3916
1975, 3, 15, M, 3916
1973, 9, 2, M, 3917
1974, 4, 6, M, 3918
1979, 4, 15, M, 3918
1973, 3, 24, M, 3919
1977, 11, 24, M, 3919
1974, 5, 11, M, 3920
1972, 3, 19, M, 3921
1972, 11, 12, M, 3922
1977, 6, 12, M, 3922
1974, 1, 19, M, 3923
1976, 11, 21, M, 3923
1975, 5, 31, M, 3924
1974, 8, 11, M, 3926
1974, 11, 3, M, 3926
1976, 10, 17, M, 3926
1972, 1, 16, M, 3927
1972, 3, 5, M, 3927
1973, 3, 18, M, 3929
1973, 10, 7, M, 3930
1976, 3, 13, M, 3930
1975, 12, 6, M, 3932
1972, 4, 16, M, 3933
1976, 5, 29, M, 3933
1974, 12, 24, M, 3934
1975, 3, 8, M, 3934
1975, 4, 5, M, 3934
1976, 7, 5, M, 3934
1982, 12, 26, M, 3936
1975, 9, 14, M, 3937
1976, 4, 3, M, 3937
1978, 3, 19, M, 3938
1981, 4, 26, M, 3938
1977, 6, 19, M, 3940
1975, 6, 7, M, 3941
1972, 7, 9, M, 3942
1979, 4, 29, M, 3942
1975, 11, 1, M, 3943
1978, 1, 1, M, 3943
1975, 3, 23, M, 3944
1978, 1, 2, M, 3944
1975, 1, 2, M, 3945
1977, 1, 16, M, 3947
1975, 1, 4, M, 3948
1976, 12, 5, M, 3948
1978, 10, 15, M, 3948
1983, 12, 25, M, 3948
1973, 7, 1, M, 3950
1978, 5, 13, M, 3950
1972, 1, 2, M, 3951
1972, 2, 27, M, 3951
1974, 3, 23, M, 3953
1977, 5, 29, M, 3954
1978, 3, 5, M, 3954
1974, 12, 21, M, 3956
1975, 5, 3, M, 3956
1978, 6, 11, M, 3956
1974, 6, 15, M, 3958
1975, 4, 12, M, 3958
1975, 10, 25, M, 3960
1982, 12, 25, M, 3960
1974, 4, 20, M, 3961
1988, 12, 25, M, 3961
1973, 12, 8, M, 3962
1975, 6, 29, M, 3962
1973, 12, 1, M, 3963
1972, 10, 15, M, 3964
1975, 2, 1, M, 3964
1973, 9, 3, M, 3966
1972, 7, 30, M, 3967
1973, 8, 5, M, 3967
1975, 11, 22, M, 3967
1977, 5, 8, M, 3967
1972, 12, 3, M, 3968
1977, 5, 1, M, 3968
1973, 8, 12, M, 3969
1976, 5, 31, M, 3969
1973, 6, 23, M, 3970
1978, 2, 5, M, 3970
1972, 10, 22, M, 3971
1975, 9, 28, M, 3972
1977, 7, 3, M, 3973
1977, 11, 27, M, 3973
1972, 6, 17, M, 3974
1974, 11, 30, M, 3976
1975, 12, 27, M, 3976
1977, 2, 6, M, 3976
1974, 12, 14, M, 3979
1976, 9, 5, M, 3979
1973, 7, 29, M, 3981
1972, 1, 30, M, 3982
1976, 8, 15, M, 3982
1976, 12, 26, M, 3982
1972, 12, 10, M, 3983
1978, 5, 6, M, 3983
1976, 3, 20, M, 3987
1973, 5, 5, M, 3988
1978, 10, 22, M, 3989
1975, 7, 20, M, 3990
1978, 5, 28, M, 3990
1974, 3, 16, M, 3991
1977, 12, 31, M, 3991
1972, 8, 6, M, 3992
1973, 10, 27, M, 3992
1974, 7, 7, M, 3992
1975, 7, 12, M, 3992
1974, 7, 28, M, 3993
1976, 8, 1, M, 3994
1976, 1, 31, M, 3996
1974, 9, 1, M, 3997
1974, 1, 26, M, 3999
1975, 12, 24, M, 3999
1974, 2, 9, M, 4001
1974, 11, 16, M, 4001
1977, 3, 13, M, 4001
1973, 1, 6, M, 4003
1976, 2, 28, M, 4003
1977, 5, 30, M, 4003
1987, 4, 5, M, 4004
1973, 11, 3, M, 4005
1977, 1, 30, M, 4006
1984, 12, 23, M, 4006
1976, 2, 14, M, 4007
1977, 4, 9, M, 4007
1972, 4, 29, M, 4010
1973, 1, 28, M, 4010
1974, 1, 2, M, 4011
1974, 11, 9, M, 4011
1976, 7, 4, M, 4011
1977, 6, 5, M, 4011
1982, 4, 25, M, 4011
1973, 12, 15, M, 4012
1975, 1, 26, M, 4013
1975, 11, 8, M, 4013
1972, 3, 12, M, 4014
1978, 12, 25, M, 4014
1975, 5, 24, M, 4015
1976, 1, 17, M, 4015
1978, 2, 26, M, 4015
1975, 8, 9, M, 4016
1978, 4, 29, M, 4017
1974, 1, 5, M, 4018
1974, 11, 2, M, 4018
1975, 12, 20, M, 4018
1977, 3, 20, M, 4018
1978, 5, 29, M, 4018
1973, 6, 30, M, 4019
1974, 1, 12, M, 4019
1973, 11, 24, M, 4020
1974, 10, 13, M, 4020
1973, 11, 17, M, 4021
1975, 6, 14, M, 4021
1978, 1, 28, M, 4021
1974, 2, 2, M, 4023
1974, 9, 8, M, 4024
1975, 9, 1, M, 4024
1977, 3, 6, M, 4024
1972, 6, 4, M, 4025
1973, 5, 19, M, 4025
1974, 10, 27, M, 4025
1971, 5, 2, M, 4026
1972, 10, 28, M, 4026
1972, 10, 29, M, 4026
1976, 10, 30, M, 4026
1976, 10, 24, M, 4027
1976, 11, 6, M, 4027
1974, 12, 7, M, 4028
1972, 2, 20, M, 4030
1976, 2, 7, M, 4030
1982, 4, 11, M, 4032
1972, 11, 19, M, 4033
1974, 2, 16, M, 4033
1972, 3, 25, M, 4034
1976, 12, 4, M, 4034
1984, 12, 25, M, 4034
1976, 3, 27, M, 4035
1975, 2, 8, M, 4036
1979, 3, 25, M, 4036
1976, 6, 19, M, 4037
1984, 4, 22, M, 4037
1973, 9, 9, M, 4039
1975, 3, 1, M, 4039
1976, 11, 13, M, 4039
1977, 11, 6, M, 4039
1972, 1, 1, M, 4040
1972, 7, 2, M, 4041
1973, 2, 25, M, 4041
1972, 5, 6, M, 4042
1985, 4, 28, M, 4043
1978, 11, 19, M, 4045
1976, 6, 12, M, 4046
1977, 11, 12, M, 4046
1979, 5, 27, M, 4046
1977, 12, 10, M, 4047
1983, 12, 4, M, 4047
1971, 12, 19, M, 4048
1973, 2, 3, M, 4048
1975, 7, 27, M, 4048
1975, 8, 24, M, 4048
1973, 7, 4, M, 4049
1976, 6, 26, M, 4049
1979, 4, 8, M, 4049
1975, 7, 6, M, 4050
1979, 3, 11, M, 4050
1973, 8, 26, M, 4051
1986, 5, 4, M, 4051
1972, 7, 23, M, 4052
1978, 3, 12, M, 4053
1976, 1, 24, M, 4054
1977, 2, 27, M, 4056
1972, 10, 21, M, 4057
1975, 2, 22, M, 4057
1977, 4, 23, M, 4057
1972, 1, 9, M, 4059
1977, 2, 19, M, 4059
1979, 5, 6, M, 4059
1975, 10, 11, M, 4060
1974, 8, 25, M, 4061
1973, 3, 4, M, 4062
1977, 10, 23, M, 4062
1978, 2, 19, M, 4062
1972, 3, 18, M, 4063
1976, 11, 27, M, 4063
1976, 12, 18, M, 4063
1977, 2, 13, M, 4063
1972, 9, 10, M, 4064
1978, 1, 21, M, 4064
1978, 3, 4, M, 4064
1974, 7, 4, M, 4065
1972, 5, 20, M, 4066
1972, 5, 29, M, 4066
1977, 7, 10, M, 4066
1978, 11, 23, M, 4066
1984, 1, 29, M, 4068
1973, 6, 2, M, 4069
1974, 3, 2, M, 4069
1978, 12, 23, M, 4069
1971, 5, 16, M, 4070
1972, 6, 3, M, 4072
1975, 10, 5, M, 4072
1977, 4, 30, M, 4072
1978, 4, 8, M, 4072
1973, 8, 4, M, 4074
1973, 9, 30, M, 4074
1975, 12, 13, M, 4074
1977, 4, 3, M, 4075
1980, 4, 27, M, 4075
1982, 11, 14, M, 4075
1973, 3, 31, M, 4077
1977, 4, 16, M, 4077
1979, 4, 1, M, 4077
1972, 7, 4, M, 4079
1972, 10, 8, M, 4079
1971, 12, 24, M, 4080
1979, 12, 25, M, 4080
1973, 9, 8, M, 4081
1973, 11, 10, M, 4081
1974, 11, 23, M, 4081
1978, 11, 12, M, 4081
1977, 6, 11, M, 4082
1980, 12, 25, M, 4082
1973, 6, 9, M, 4083
1985, 12, 25, M, 4083
1972, 4, 22, M, 4084
1973, 5, 26, M, 4084
1978, 6, 18, M, 4084
1977, 5, 21, M, 4085
1976, 10, 23, M, 4087
1971, 5, 23, M, 4088
1974, 6, 29, M, 4088
1977, 7, 4, M, 4088
1973, 9, 16, M, 4090
1976, 11, 20, M, 4091
1978, 3, 18, M, 4091
1978, 4, 1, M, 4091
1984, 1, 1, M, 4092
1977, 3, 26, M, 4093
1977, 11, 13, M, 4094
1983, 12, 24, M, 4094
1977, 2, 5, M, 4095
1984, 1, 2, M, 4095
1978, 4, 22, M, 4097
1977, 3, 27, M, 4098
1979, 4, 22, M, 4098
1975, 8, 17, M, 4099
1977, 12, 23, M, 4099
1978, 3, 25, M, 4099
1987, 12, 25, M, 4099
1971, 6, 27, M, 4100
1976, 11, 7, M, 4100
1979, 5, 20, M, 4100
1972, 1, 23, M, 4102
1972, 12, 31, M, 4102
1975, 3, 22, M, 4102
1972, 7, 16, M, 4103
1974, 9, 2, M, 4104
1976, 7, 3, M, 4104
1986, 11, 27, M, 4104
1976, 1, 2, M, 4105
1978, 11, 26, M, 4105
1969, 5, 18, M, 4106
1972, 4, 8, M, 4107
1977, 6, 4, M, 4107
1972, 5, 27, M, 4108
1974, 8, 18, M, 4108
1974, 12, 23, M, 4108
1980, 1, 27, M, 4109
1972, 1, 15, M, 4110
1977, 12, 3, M, 4110
1982, 12, 24, M, 4110
1986, 12, 14, M, 4110
1969, 4, 6, M, 4112
1971, 6, 13, M, 4112
1977, 2, 20, M, 4112
1972, 11, 4, M, 4113
1973, 12, 26, M, 4113
1971, 5, 30, M, 4114
1972, 2, 13, M, 4114
1979, 12, 23, M, 4114
1977, 5, 28, M, 4116
1978, 12, 24, M, 4116
1973, 6, 16, M, 4117
1975, 6, 21, M, 4118
1977, 1, 22, M, 4118
1978, 6, 10, M, 4118
1979, 4, 14, M, 4118
1978, 5, 27, M, 4119
1969, 4, 27, M, 4120
1979, 2, 11, M, 4120
1980, 1, 6, M, 4120
1977, 4, 2, M, 4121
1976, 4, 29, M, 4122
1975, 5, 17, M, 4123
1981, 4, 18, M, 4123
1969, 5, 11, M, 4124
1976, 5, 3, M, 4124
1978, 12, 3, M, 4124
1986, 3, 9, M, 4124
1987, 12, 13, M, 4124
1976, 8, 29, M, 4125
1972, 2, 6, M, 4126
1975, 6, 28, M, 4127
1982, 11, 25, M, 4127
1973, 4, 7, M, 4128
1977, 12, 17, M, 4128
1977, 6, 26, M, 4129
1986, 1, 12, M, 4129
1977, 9, 4, M, 4130
1973, 1, 20, M, 4131
1979, 1, 21, M, 4131
1986, 4, 27, M, 4131
1971, 6, 20, M, 4132
1978, 1, 7, M, 4132
1978, 2, 4, M, 4132
1972, 10, 14, M, 4133
1972, 12, 2, M, 4133
1971, 12, 5, M, 4134
1979, 1, 14, M, 4134
1986, 10, 12, M, 4134
1972, 6, 24, M, 4136
1976, 10, 16, M, 4136
1980, 4, 13, M, 4138
1987, 1, 11, M, 4138
1978, 7, 2, M, 4140
1972, 5, 13, M, 4141
1973, 3, 17, M, 4141
1986, 12, 7, M, 4141
1973, 3, 10, M, 4142
1977, 1, 29, M, 4144
1978, 2, 12, M, 4144
1984, 11, 22, M, 4144
1978, 11, 4, M, 4145
1975, 1, 11, M, 4146
1978, 6, 3, M, 4146
1985, 12, 15, M, 4146
1978, 12, 17, M, 4147
1980, 5, 4, M, 4147
1969, 12, 25, M, 4148
1973, 1, 27, M, 4150
1975, 9, 7, M, 4150
1984, 4, 8, M, 4150
1979, 4, 7, M, 4151
1972, 6, 10, M, 4152
1973, 10, 13, M, 4152
1977, 1, 15, M, 4152
1979, 1, 7, M, 4152
1979, 2, 18, M, 4152
1980, 11, 27, M, 4152
1981, 12, 25, M, 4152
1987, 1, 4, M, 4152
1972, 1, 29, M, 4154
1972, 3, 11, M, 4154
1973, 12, 29, M, 4154
1975, 1, 25, M, 4154
1975, 8, 3, M, 4154
1976, 8, 8, M, 4154
1974, 3, 9, M, 4155
1974, 4, 11, M, 4155
1977, 3, 19, M, 4155
1977, 11, 26, M, 4155
1985, 4, 7, M, 4156
1986, 11, 2, M, 4156
1973, 8, 11, M, 4158
1975, 7, 5, M, 4158
1984, 3, 25, M, 4158
1977, 5, 14, M, 4159
1975, 1, 18, M, 4160
1975, 7, 4, M, 4160
1983, 1, 2, M, 4161
1984, 4, 15, M, 4161
1976, 12, 11, M, 4163
1985, 11, 28, M, 4163
1969, 11, 27, M, 4164
1972, 10, 1, M, 4164
1972, 9, 3, M, 4165
1974, 2, 23, M, 4165
1984, 1, 22, M, 4166
1976, 10, 31, M, 4167
1977, 11, 5, M, 4167
1988, 2, 7, M, 4167
1969, 4, 20, M, 4168
1971, 11, 7, M, 4168
1977, 8, 14, M, 4170
1982, 3, 28, M, 4170
1984, 1, 15, M, 4171
1969, 5, 4, M, 4172
1970, 4, 19, M, 4172
1976, 4, 28, M, 4172
1975, 2, 15, M, 4173
1976, 4, 5, M, 4173
1976, 7, 10, M, 4173
1984, 3, 11, M, 4173
1983, 1, 1, M, 4174
1985, 1, 13, M, 4174
1979, 6, 17, M, 4175
1986, 12, 21, M, 4175
1988, 1, 2, M, 4175
1971, 4, 25, M, 4176
1974, 4, 8, M, 4176
1973, 9, 23, M, 4177
1973, 10, 6, M, 4177
1977, 1, 8, M, 4177
1971, 5, 9, M, 4178
1974, 10, 6, M, 4178
1978, 7, 9, M, 4179
1981, 4, 19, M, 4179
1977, 7, 17, M, 4180
1987, 11, 26, M, 4180
1974, 9, 15, M, 4181
1984, 4, 1, M, 4181
1988, 4, 3, M, 4181
1972, 11, 18, M, 4182
1972, 12, 9, M, 4182
1986, 11, 30, M, 4182
1987, 1, 18, M, 4182
1977, 9, 5, M, 4183
1973, 1, 2, M, 4184
1976, 9, 12, M, 4184
1984, 11, 18, M, 4185
1974, 4, 18, M, 4186
1973, 11, 23, M, 4187
1976, 7, 11, M, 4187
1978, 3, 11, M, 4187
1983, 4, 24, M, 4187
1987, 4, 19, M, 4187
1978, 6, 17, M, 4188
1984, 6, 3, M, 4188
1986, 10, 19, M, 4188
1987, 3, 15, M, 4188
1971, 4, 11, M, 4190
1986, 3, 2, M, 4191
